patient_id,full_name,ssn,department,diagnosis,treatment_cost,admitted_date
PT-2839,Nancy Cook,218-89-0555,Pediatrics,Type 2 Diabetes,4063.41,2026-06-26
PT-2840,Juan Beltran,206-99-9133,Pediatrics,Fracture,13710.98,2026-01-24
PT-2841,John Atkins,596-20-4497,Pediatrics,Hypertension,5541.29,2026-07-07
PT-2842,Sharon Marshall MD,519-07-1660,Cardiology,Hypertension,12001.0,2026-08-13
PT-2843,Melanie Finley,248-19-0218,Radiology,Fracture,9167.87,2026-03-14
PT-2844,Jonathan Taylor,413-29-0550,Oncology,Migraine,3123.1,2026-03-19
PT-2845,Lisa Hamilton,484-34-5243,Oncology,Type 2 Diabetes,13990.78,2026-03-27
PT-2846,Steven Odonnell,665-70-8506,Pediatrics,Type 2 Diabetes,11691.57,2026-08-16
PT-2847,Marie Williams,127-62-2500,Radiology,Hypertension,13882.27,2026-05-27
PT-2848,Brent Chavez,139-60-9715,Cardiology,Hypertension,6976.84,2026-02-23
PT-2849,Bradley Lopez,302-22-3294,Oncology,Migraine,14746.22,2026-07-08
PT-2850,Kelly Macdonald,889-68-3150,Pediatrics,Type 2 Diabetes,8975.57,2026-02-07
PT-2851,Michelle Baker,175-43-3965,Oncology,Migraine,12742.83,2026-04-18
PT-2852,Chris Brooks,174-57-7626,Oncology,Migraine,1341.92,2026-05-09
PT-2853,Charles Richards,645-96-8779,Oncology,Type 2 Diabetes,2440.85,2026-02-24
PT-2854,Marissa Smith,693-60-3887,Pediatrics,Hypertension,6970.73,2026-03-31
PT-2855,Deborah Rice,132-96-3288,Pediatrics,Asthma,4448.06,2026-08-31
PT-2856,Deanna Jones,003-75-4270,Radiology,Hypertension,14967.98,2026-01-10
PT-2857,Erica Thomas,573-24-1297,Oncology,Type 2 Diabetes,12271.46,2026-03-11
PT-2858,Joshua Green,314-27-6905,Radiology,Fracture,12734.07,2026-08-11
PT-2859,Brenda Vargas,288-75-2700,Pediatrics,Hypertension,4113.08,2026-04-30
PT-2860,Victoria Brown DDS,391-60-3916,Cardiology,Asthma,14662.65,2026-03-21
PT-2861,Calvin Hunter,002-36-8483,Radiology,Type 2 Diabetes,11837.13,2026-09-04
PT-2862,John Gomez,589-37-1758,Oncology,Type 2 Diabetes,3552.9,2026-01-13
PT-2863,Isaiah Todd,599-58-7232,Radiology,Asthma,10066.77,2026-03-15
PT-2864,Melissa Johnson,601-87-8299,Cardiology,Type 2 Diabetes,1303.18,2026-07-03
PT-2865,Mr. Michael Parsons,600-54-4686,Radiology,Fracture,11679.53,2026-06-13
PT-2866,Ruben Russell,514-52-7706,Radiology,Asthma,10969.71,2026-07-09
PT-2867,Danielle Conner,062-03-9500,Cardiology,Fracture,12562.23,2026-01-04
PT-2868,Kathleen Bridges,429-24-8141,Radiology,Migraine,11550.39,2026-02-09
PT-2869,Michael Cook,245-86-8089,Radiology,Migraine,5115.46,2026-03-23
PT-2870,Clinton White,347-27-8435,Pediatrics,Hypertension,8530.91,2026-01-25
PT-2871,Joseph Carter,445-14-5281,Radiology,Asthma,4613.44,2026-06-19
PT-2872,Amy Moyer,671-39-6804,Cardiology,Type 2 Diabetes,6390.91,2026-06-12
PT-2873,Donald Allen,340-85-4569,Cardiology,Type 2 Diabetes,292.21,2026-07-19
PT-2874,Megan Juarez,088-76-4765,Oncology,Asthma,10384.86,2026-06-03
PT-2875,John Baker,727-93-8421,Cardiology,Fracture,11825.36,2026-08-10
PT-2876,Victoria Torres,426-27-1146,Oncology,Asthma,6173.04,2026-08-19
PT-2877,Olivia Mann,044-28-8351,Pediatrics,Type 2 Diabetes,7280.03,2026-04-29
PT-2878,Matthew Joseph,286-14-8594,Oncology,Asthma,11148.3,2026-04-07
PT-2879,Scott Riley,036-96-0667,Oncology,Migraine,6806.9,2026-02-23
PT-2880,Michaela Stewart,847-99-5141,Oncology,Hypertension,9450.43,2026-07-21
PT-2881,Tyler Vaughn,817-98-9644,Cardiology,Asthma,5974.5,2026-02-21
PT-2882,Michele Holmes,310-36-8818,Cardiology,Fracture,5223.9,2026-04-30
PT-2883,Edgar Miller,846-50-2841,Radiology,Hypertension,3266.13,2026-08-06
PT-2884,Sara Sanders,107-77-2416,Radiology,Type 2 Diabetes,5499.94,2026-05-08
PT-2885,Kevin Lang,852-95-8670,Cardiology,Type 2 Diabetes,7696.53,2026-08-20
PT-2886,Jessica Browning,766-64-1949,Pediatrics,Hypertension,3606.7,2026-06-23
PT-2887,Kaitlyn Robinson,048-14-2541,Cardiology,Asthma,8891.05,2026-07-23
PT-2888,Donald Horne,478-91-5037,Cardiology,Migraine,5003.49,2026-01-20
PT-2889,Molly Wall,539-08-0266,Cardiology,Asthma,12976.04,2026-07-14
PT-2890,Rebecca Turner,852-44-3979,Radiology,Asthma,502.95,2026-07-20
PT-2891,Tyler Ramsey,302-56-4554,Cardiology,Migraine,7376.04,2026-09-08
PT-2892,David Anderson,861-50-1696,Cardiology,Type 2 Diabetes,10471.78,2026-08-04
PT-2893,Samuel Adams,464-58-5032,Pediatrics,Fracture,2400.29,2026-01-04
PT-2894,Michael Williams,433-06-2964,Cardiology,Migraine,10290.69,2026-03-14
PT-2895,Maria Vaughan,323-13-7380,Radiology,Fracture,14957.29,2026-05-29
PT-2896,James Wade,078-94-9849,Pediatrics,Migraine,6423.64,2026-09-02
PT-2897,Eric Vazquez,801-24-8900,Cardiology,Fracture,13219.18,2026-07-15
PT-2898,Jonathan Rodriguez,398-30-9299,Pediatrics,Migraine,2092.64,2026-09-07
PT-2899,Angela Riddle,593-26-0393,Oncology,Migraine,12974.46,2026-02-24
PT-2900,Julian Perry,029-76-9422,Cardiology,Hypertension,8484.98,2026-06-25
PT-2901,David Poole,483-85-9337,Radiology,Type 2 Diabetes,12952.66,2026-04-23
PT-2902,Jody English,355-18-6406,Cardiology,Hypertension,9075.79,2026-02-18
PT-2903,Cristina Andrews,421-74-7450,Radiology,Type 2 Diabetes,13682.02,2026-05-02
PT-2904,Kevin White,601-88-2021,Cardiology,Asthma,6071.95,2026-02-10
PT-2905,Heather Miranda,706-38-9514,Oncology,Hypertension,5108.91,2026-08-01
PT-2906,Kenneth Edwards,866-91-2391,Oncology,Type 2 Diabetes,2915.34,2026-06-01
PT-2907,Danielle Jones,506-11-2324,Radiology,Type 2 Diabetes,484.81,2026-06-03
PT-2908,Brandon Carter,388-86-2243,Cardiology,Migraine,14678.03,2026-06-26
PT-2909,Heidi Gutierrez,824-89-0615,Cardiology,Hypertension,10227.3,2026-03-18
PT-2910,Rachel Stout,024-25-4489,Pediatrics,Fracture,5329.25,2026-06-18
PT-2911,Gina Evans,121-18-6568,Radiology,Fracture,6971.85,2026-07-27
PT-2912,Sandra Anderson,511-50-2220,Cardiology,Hypertension,3318.67,2026-09-14
PT-2913,Mr. John Gonzalez,554-21-8284,Cardiology,Migraine,5432.31,2026-08-16
PT-2914,Paul Jenkins,801-09-8970,Cardiology,Asthma,5633.43,2026-01-12
PT-2915,Matthew Lyons,581-49-9830,Oncology,Type 2 Diabetes,6561.5,2026-03-17
PT-2916,Anna Lawrence,237-61-2247,Radiology,Hypertension,4225.4,2026-05-18
PT-2917,Holly Pratt,711-96-8581,Cardiology,Fracture,12653.25,2026-06-11
PT-2918,Amy Bean,419-95-4592,Pediatrics,Asthma,5087.86,2026-04-02
PT-2919,Ashley Campbell,747-09-3767,Cardiology,Hypertension,10430.97,2026-02-25
PT-2920,Reginald Davis,898-42-5355,Cardiology,Asthma,8514.5,2026-09-06
PT-2921,Kiara Ortiz,231-45-9810,Radiology,Hypertension,13198.57,2026-01-20
PT-2922,Gregory Shepherd,531-66-0531,Radiology,Type 2 Diabetes,10947.52,2026-02-23
PT-2923,Vincent Hahn,814-14-9307,Pediatrics,Type 2 Diabetes,11220.75,2026-08-05
PT-2924,William Brown,271-19-3882,Radiology,Type 2 Diabetes,8398.1,2026-02-06
PT-2925,Joseph Nichols,598-11-2226,Pediatrics,Asthma,9584.31,2026-01-02
PT-2926,David Powell,219-17-4106,Cardiology,Asthma,10817.9,2026-03-21
PT-2927,Anne Herrera,561-77-0932,Cardiology,Type 2 Diabetes,7358.52,2026-05-05
PT-2928,Erica Bell,459-74-7322,Radiology,Hypertension,2304.77,2026-02-04
PT-2929,Christopher Hoffman,615-75-8632,Radiology,Asthma,3492.27,2026-08-21
PT-2930,Paige Gentry,098-56-4005,Pediatrics,Type 2 Diabetes,13669.95,2026-02-25
PT-2931,Gary Hayes,815-13-1684,Oncology,Fracture,7595.92,2026-09-05
PT-2932,Kim Lopez,883-63-1456,Radiology,Type 2 Diabetes,10494.11,2026-05-17
PT-2933,Kenneth Salas,803-79-3042,Cardiology,Migraine,604.01,2026-04-02
PT-2934,Samantha Dunn,048-43-8198,Cardiology,Migraine,11905.87,2026-05-16
PT-2935,Antonio Johnson,679-29-3434,Oncology,Type 2 Diabetes,5410.76,2026-06-16
PT-2936,Christopher Navarro,692-24-4993,Oncology,Type 2 Diabetes,1978.64,2026-01-26
PT-2937,Melinda Rodriguez,127-39-0563,Pediatrics,Migraine,11924.01,2026-02-08
PT-2938,Nicholas Anderson,176-19-1920,Radiology,Migraine,1644.98,2026-06-17
PT-2939,Michele Pena,631-60-5651,Oncology,Type 2 Diabetes,10695.63,2026-04-25
PT-2940,Ryan Brown,584-62-8087,Cardiology,Migraine,4498.53,2026-04-11
PT-2941,Peter Gutierrez,218-28-2015,Oncology,Type 2 Diabetes,14302.54,2026-07-25
PT-2942,Angel Hardy,240-35-1417,Radiology,Hypertension,13326.91,2026-02-27
PT-2943,Dillon Deleon,264-58-2845,Pediatrics,Fracture,5434.01,2026-03-24
PT-2944,Emily Clark,521-47-7226,Pediatrics,Migraine,4190.13,2026-01-09
PT-2945,Michele Melendez,894-78-8885,Oncology,Asthma,8506.3,2026-04-03
PT-2946,Jeffrey Mendoza MD,826-25-7255,Pediatrics,Asthma,13429.58,2026-05-17
PT-2947,Jason Edwards,668-36-0349,Oncology,Type 2 Diabetes,12064.28,2026-02-03
PT-2948,Travis Cook,699-18-1668,Cardiology,Migraine,8991.07,2026-05-17
PT-2949,Linda Alvarez,841-90-7556,Cardiology,Hypertension,4980.79,2026-04-02
PT-2950,Lori Velasquez,093-99-8271,Oncology,Migraine,5387.98,2026-02-26
PT-2951,John Martinez,653-74-1461,Oncology,Type 2 Diabetes,3435.34,2026-04-04
PT-2952,Melody Harris,173-29-7832,Radiology,Type 2 Diabetes,2802.69,2026-02-11
PT-2953,Jeffrey Grant,013-81-2822,Radiology,Migraine,5612.79,2026-03-29
PT-2954,Jacob Ellis,546-79-6534,Cardiology,Migraine,2205.83,2026-08-25
PT-2955,Shannon Johnson,655-41-3077,Cardiology,Type 2 Diabetes,12198.08,2026-03-02
PT-2956,Benjamin Lynch,620-56-9240,Cardiology,Hypertension,12113.95,2026-03-31
PT-2957,Crystal Solis,810-41-5156,Radiology,Type 2 Diabetes,8147.33,2026-08-10
PT-2958,Hunter Montes,514-64-2717,Cardiology,Migraine,4088.8,2026-01-06
PT-2959,Thomas Miles,684-88-8417,Radiology,Type 2 Diabetes,5321.09,2026-06-18
PT-2960,Emily Parker,533-97-9115,Oncology,Fracture,7815.88,2026-01-21
PT-2961,Antonio Bridges,124-32-5931,Cardiology,Hypertension,252.19,2026-07-21
PT-2962,Rodney Ponce,577-23-2863,Radiology,Hypertension,4928.85,2026-03-29
PT-2963,Christine Hernandez,864-06-8484,Oncology,Fracture,13608.55,2026-01-30
PT-2964,Diane Oliver,192-97-4878,Oncology,Fracture,8713.88,2026-02-27
PT-2965,Gregory Santos,321-55-0897,Radiology,Type 2 Diabetes,3017.5,2026-03-02
PT-2966,Kevin Jones,316-32-2285,Radiology,Type 2 Diabetes,8157.74,2026-05-19
PT-2967,Sheila Lane,809-47-6883,Oncology,Migraine,8953.35,2026-07-20
PT-2968,Leon Jones,304-61-6958,Cardiology,Fracture,10928.22,2026-07-24
PT-2969,Michael White,210-99-3110,Radiology,Asthma,7140.78,2026-05-22
PT-2970,Brian Robinson,509-02-1508,Cardiology,Migraine,11727.07,2026-07-09
PT-2971,Shannon Khan,013-45-9197,Oncology,Type 2 Diabetes,5482.32,2026-03-27
PT-2972,Kathleen Carson,549-65-1177,Pediatrics,Hypertension,13111.45,2026-05-28
PT-2973,Ronald Miles,223-28-2889,Cardiology,Hypertension,1760.74,2026-04-05
PT-2974,Robert Davis,414-53-2867,Pediatrics,Hypertension,332.13,2026-03-28
PT-2975,William Clark,574-48-6334,Oncology,Type 2 Diabetes,6987.54,2026-05-08
PT-2976,Brittany Martinez,493-94-4944,Oncology,Fracture,8040.43,2026-06-20
PT-2977,Kim Skinner,597-15-7729,Cardiology,Type 2 Diabetes,2131.36,2026-04-27
PT-2978,Christina Young,760-50-3398,Pediatrics,Type 2 Diabetes,12995.64,2026-05-25
PT-2979,Wendy Hubbard,879-05-8705,Pediatrics,Fracture,14663.88,2026-04-15
PT-2980,Philip Allen,059-79-5883,Radiology,Migraine,1916.45,2026-02-05
PT-2981,Austin Crawford,872-49-0660,Radiology,Fracture,5155.22,2026-01-01
PT-2982,James Arnold,851-15-3238,Pediatrics,Fracture,11699.34,2026-03-25
PT-2983,Jesse Choi,318-10-6805,Pediatrics,Type 2 Diabetes,9443.87,2026-09-09
PT-2984,Scott Hawkins,452-35-3366,Oncology,Migraine,10434.45,2026-03-24
PT-2985,Jesus Marquez,204-25-1864,Cardiology,Asthma,5693.21,2026-01-09
PT-2986,Scott Anderson,710-43-4521,Cardiology,Type 2 Diabetes,1549.05,2026-02-27
PT-2987,Ashley Bailey,211-44-2714,Pediatrics,Hypertension,14382.56,2026-05-18
PT-2988,Gregory Watkins,493-82-2841,Cardiology,Asthma,12221.4,2026-06-26
PT-2989,Teresa Bennett,023-84-0303,Pediatrics,Migraine,3629.13,2026-02-09
PT-2990,Brandon Turner,662-59-4198,Cardiology,Hypertension,12051.35,2026-01-27
PT-2991,Catherine Walls,067-69-0481,Radiology,Asthma,10230.14,2026-09-05
PT-2992,Richard Love,177-06-0245,Cardiology,Type 2 Diabetes,8566.44,2026-05-03
PT-2993,Brittany Fitzgerald,750-78-0779,Pediatrics,Type 2 Diabetes,4765.35,2026-02-06
PT-2994,Robert Thomas,464-19-5721,Oncology,Migraine,8831.8,2026-03-10
PT-2995,Wanda Johnson,595-95-0366,Oncology,Asthma,14203.57,2026-03-06
PT-2996,Sara Wells,140-99-3458,Radiology,Asthma,621.3,2026-07-20
PT-2997,Krista Powell,235-41-3583,Oncology,Migraine,9918.25,2026-03-07
PT-2998,Emily Lewis MD,277-85-8907,Radiology,Migraine,13382.64,2026-08-24
PT-2999,Jessica Sanchez,676-19-9248,Cardiology,Hypertension,12363.16,2026-05-24
